id,barcode,expirationDate,price,category,quantity,name,stock,minStock,img,profitMargin,costPrice
1,6.223E+12,10/1/28,10,cream,,Adapalene0.1% gel 30 gr,3.00,1.00,,30,
2,6.223E+12,10/1/28,10.833,emulgel,,ADWIFLAM EMUIGEL 50GM,3.00,1.00,,30,
3,6.22104E+12,5/1/29,17.1,eff powd,,Agiolax Eff Powder,3.00,1.00,,30,
4,,,20,Tab,,Alexamol k 20 tab ,0.00,1.00,,30,
5,6.221E+12,9/1/26,21,tab,,ALKAPRESS TRIO 5/160/12.5    14 tab,2.00,1.00,,30,
6,6.221E+11,4/1/27,27,Tab,,ALKAPRESS  plus  10/160 mg 20,3.50,1.00,,30,
7,6.221E+11,9/1/27,25,Tab,,ALKAPRESS  plus  5/160mg   14,5.00,1.00,,30,
8,,,9,syrup,,ALLVENT SYR 125ML,0.00,1.00,,30,
9,6.224E+12,9/1/28,15,eye drop,,Alphanova,3.00,1.00,,30,
10,6.22103E+12,7/1/27,13,tab,,Alphintern 30 tab.,1.67,1.00,,30,
11,6.223E+12,1/1/28,15,tab,,AMARYL 2 MG 30TAB,3.00,1.00,,30,
12,6.223E+12,4/1/28,21,tab,,AMARYL 3 MG 30TAB,3.00,1.00,,30,
13,6.223E+12,5/1/28,25,tab,,AMARYL 4MG 30TAB,3.00,1.00,,30,
14,6.22106E+12,1/1/28,13.5,tab,,AMIGRAN ADCO 30TAB,5.20,1.00,,30,
15,1.05666E+13,9/1/28,11,tab,,Anafronil 25 Mg 30 Tab,9.37,1.00,,30,
16,,,15,tab,,ANALLERGE 4MG 60TAB,0.00,1.00,,30,
17,,,16,tab,,Anselacox 120Mg 10 Tab (Etoricoxib),0.00,1.00,,30,
18,6.223E+12,10/25/28,15,Tab,,Anticox 15mg tab 30tab,3.00,1.00,,30,
19,1.06037E+13,7/1/27,17,tab,,Anafronil Sr 75 Mg 20 F.C.Tab,4.57,1.00,,30,
20,,,10.5,tab,,Anti flu cap,0.00,1.00,,30,
21,6.22103E+12,7/1/28,12,tab,,ANTINAL 24 CAP,2.00,1.00,,30,
22,6.22103E+12,9/1/27,7,syrup,,Apidone syrup,3.00,1.00,,30,
23,,,25,cosmatic,,argan hair oil,0.00,1.00,,30,
24,,,39.04,tab,,arthrefree,0.00,1.00,,30,
25,6.22401E+12,7/1/28,37.5,tab,,Arthre free tab 30 tab new,5.00,1.00,,30,
26,,,19,cap,,Arythrex 200mg 20cap celecoxib,0.00,1.00,,30,
27,6.22301E+12,9/1/27,30,tab,,Asmakast 10mg 30tab,2.00,1.00,,30,
28,6.223E+12,1/1/28,17,tab,,Atacand 16  14tab,2.00,1.00,,30,
29,6.223E+12,1/1/28,17,tab,,Atacand 8  28tab,2.00,1.00,,30,
30,6.222E+12,10/1/27,28,tab,,Attensera 18mg,1.00,1.00,,30,
31,6.222E+12,10/1/27,30,tab,,Attensera 25mg,1.00,1.00,,30,
32,,,17,syrup,,AUGMENTINE 312 ML SY,1.00,1.00,,30,
33,,,20,syrup,,AUGMENTINE ES 600ML SY,2.00,1.00,,30,
34,6.223E+12,2/1/27,10,tab,,Augram 1gm 7tab,3.00,1.00,,30,
35,,,14,syrup,,Augram 457mg/5ml 60ml susp,0.00,1.00,,30,
36,,,16,syrup,,AUGRAM 642MG/5ML 60ML,2.00,1.00,,30,
37,3.6648E+12,1/1/28,71.7,tab,,Avara 20mg,1.00,1.00,,30,
38,6.221E+12,8/1/28,19,spray,,Azilast plus nasal spray,1.00,1.00,,30,
39,6.22103E+12,1/1/27,5.1,eye drop,,Benox,3.00,1.00,,30,
40,6.22103E+12,1/1/29,5,Cream ,,Betaderm cream 15g,18.00,1.00,,30,
41,6.22108E+12,8/1/28,7,Solution,,BETADINE 60ml antiseptic solution,3.00,1.00,,30,
42,6.22103E+12,7/1/27,11,amp,,Betafos 2ml amp,8.00,1.00,,30,
43,8.00266E+12,11/1/27,32.76,tab,,betaserc 16,3.75,1.00,,30,
44,6.22201E+12,8/1/28,10,tab,,BI ALCOFAN 150 30tab,5.10,1.00,,30,
45,6.22109E+12,8/25/28,15,tab,,BIKETOGESIC 150MG 30TAB,1.33,1.00,,30,
46,6.22401E+12,5/1/27,25,Tab,,BIOLEGAM 60-1000 MG 8TAB,2.50,1.00,,30,
47,6.22301E+12,7/1/27,15,tab,,BIOTICAFLOX 500mg 7tab levofoxacin,7.00,1.00,,30,
48,6.22301E+12,8/1/27,18,tab,,BIOTICAFLOX 750 7tab levofloxacin,2.00,1.00,,30,
49,6.22151E+12,4/1/27,7,amp,,BIOVIT 12    2AMP,3.00,1.00,,30,
50,0,0,87.5,tab,,"Bispyller 120Tab (Bismuth subcitrate pota., Metronidazol, Tetracycline)",0.00,1.00,,30,
51,6.223E+12,9/1/28,15,cream,,BORGASONE CREAM,1.00,1.00,,30,
52,6.223E+12,7/1/27,10,cream,,BORGASONE TRIO CREAM,2.00,1.00,,30,
53,,,,,,,0.00,1.00,,30,
54,,,13.1,tab,,buscopan tab 20tab,0.00,1.00,,30,
55,6.22401E+12,8/1/28,30,tab,,CALDIN C 30TAB,0.33,1.00,,30,
56,,,17.5,syrup,,Cal-Mag Forte Syrup 120 Ml,6.00,1.00,,30,
57,0,10/1/27,9,cream,,carbamid cream 10grm,3.00,1.00,,30,
58,6.223E+12,7/1/27,11,tab,,cataflam  20tab,1.50,1.00,,30,
59,,,15,syrup,,cefathird 125 syru,0.00,1.00,,30,
60,6.223E+12,5/25/28,20,cap,,cefathird 300mg,1.00,1.00,,30,
61,6.22105E+12,6/1/28,11,tab,,CEPOREX 1G 8tab ,2.00,1.00,,30,
62,6.22104E+12,5/1/28,9,eff ,,CEVAMOL EFF ,2.00,1.00,,30,
63,6.22104E+12,6/1/28,24,tab,,CIDAMEX 250MG 20TAB,3.00,1.00,,30,
64,6.22301E+12,1/1/28,14,tab,,Cipazole Fort 1 Gm 2 Tab (Secinidazole),2.00,1.00,,30,
65,6.22105E+12,9/1/27,9,tab,,CIPRO 500MG 10TAB,3.00,1.00,,30,
66,6.223E+12,7/1/28,25.7,Tab,,clarikan SR 500 14tab,2.00,1.00,,30,
67,6.22109E+12,1/25/28,14.42, cap,,Clindam 300,1.50,1.00,,30,
68,6.224E+12,9/1/27,8.33,eye drop,,Co Avazir eye drop,4.00,1.00,,30,
69,,,8.125,solution,,Collomak Solution 10ML,,1.00,,30,
70,5.01262E+12,11/1/26,0,tab,,Clopidogrel 75mg 28tab,1.00,1.00,,30,
71,6.223E+12,7/1/26,0,tab,,Cordarone 200mg (amiodarone 200) 30 tab,1.00,1.00,,30,
72,6.22401E+12,3/1/27,0,tab,,Cardivo-care 10/6.25 mg 30tab,1.33,1.00,,30,
73,,,9,tab,,COLOSPASMIN 135MG 20tab,5.00,1.00,,30,
74,6.222E+12,10/1/28,14,tab,,colovital 30 tab,2.00,1.00,,30,
75,6.22103E+12,11/1/29,12,tab,,Concor 5mg 30tab,2.67,1.00,,30,
76,,,8,tab,,Congestal 20Tab. Syr,5.25,1.00,,30,
77,,,9,Syrup,,Congestal cold and cough syrup,1.00,1.00,,30,
78,,,8,Syrup,,CONTAVIVER Syrup,1.00,1.00,,30,
79,6.223E+12,10/1/28,18.18,emulgel,,contractubrx,10.00,1.00,,30,
80,0,3/1/26,0,tab,,CARDIOSAFE 5 (BISOPROLOL 5) 30TAB,0.34,1.00,,30,
81,6.22103E+12,1/1/28,12,tab,,CORASOR 150MG,1.00,1.00,,30,
82,6.8057E+12,1/1/28,12,cream,,COREGA denture fixative cr 20g,2.00,1.00,,30,
83,,,10,amp,,coritplex b6 pediatric 3amp,3.00,1.00,,30,
84,6.223E+12,6/1/27,38,tab,,Co-Tareg 160/12.5 28tab,3.00,1.00,,30,
85,6.223E+12,10/1/27,16.4,tab,,Co-tareg 80/12.5mg 14tab,7.00,1.00,,30,
86,6.223E+12,8/1/27,48,tab,,CRESTOR 10mg 28tab,2.00,1.00,,30,
87,5.00046E+12,9/1/27,78,tab,,CRESTOR 20MG 28TAB,1.00,1.00,,30,
88,,,9.7,syrup,,cryptonaz 100mg syrup,2.00,1.00,,30,
89,6.223E+12,12/1/27,13.27,tab,,COLONA 30TAB,8.06,1.00,,30,
90,6.224E+12,11/1/26,16,tab,,cryptonaz 500  12tab,2.00,1.00,,30,
91,6.225E+12,2/1/27,12,eye drop,,CYPENTOLA DROP cyclopentalate,2.00,1.00,,30,
92,6.223E+12,9/1/28,27,tab,,Daflon 500Mg 30 F.C. Tabs,1.00,1.00,,30,
93,6.223E+12,8/1/28,36,tab,,dapablix 10mg 30tab,2.00,1.00,,30,
94,6.223E+12,1/1/27,26,tab,,Dapaglif 10mg 14tab sanofi,2.00,1.00,,30,
95,,,12,Amp,,DAVALINDI 20000  2 AMP,2.00,1.00,,30,
96,6.22151E+12,9/1/27,25,Tab,,DAVALINDI 5000   30 TAB,4.00,1.00,,30,
97,6.22108E+12,4/1/28,8,Supp,,Decongestyl-N 12 Rectal Supp,2.00,1.00,,30,
98,6.22401E+12,7/1/28,20.51,tab,,Delepe 60 Mg 6 F.C. Tabs (Dapoxetine),4.00,1.00,,30,
99,,,26,tab,,Depakine Chrono 500mg 30tab,5.00,1.00,,30,
100,,,15,amp,,Depovit B12-1000Mcg/Ml 5 I.M. Amps,0.00,1.00,,30,
101,,,10,cream,,Dermatin 1% Top. Cream 14 Gm (Clotrmazol 1%),2.00,1.00,,30,
102,,,10.9,cream,,dermovate cream,19.00,1.00,,30,
103,,,7,amp,,devarol s,0.00,1.00,,30,
104,6.22132E+12,7/1/27,10,eye drop,,DEXAFLOX DROP,2.00,1.00,,30,
105,,,5,Amp,,Dexamethasone  8Mg/2Ml 3 Amp,0.00,1.00,,30,
106,,,9,eye drop,,Dexatobrin Eye Susp. Drops 5 Ml,0.00,1.00,,30,
107,6.22103E+12,8/1/27,11.7,eue oint,,Dexatobrin Eye oint 5gm,21.00,1.00,,30,
108,,,6,eye drop,,DEXATROL DROP,0.00,1.00,,30,
109,6.22103E+12,9/1/27,7.67,eyd,,DEXATROL DROP new,13.00,1.00,,30,
110,,,,,,,0.00,1.00,,30,
111,6.22107E+12,10/1/28,15,tab,,DEXAZONE TAB,2.00,1.00,,30,
112,6.22301E+12,6/1/28,12,tab,,Diclac 150 Id 20 Prolonged R.Tabs,2.00,1.00,,30,
113,,,12,tab,,Dimra 20tab,0.00,1.00,,30,
114,6.22105E+12,8/1/27,11,lotion,,DIPROSALIC LOTION 30ML,5.00,1.00,,30,
115,,,10,Amp,,Dispercam 6 amp,0.83,1.00,,30,
116,,,,,,,0.00,1.00,,30,
117,6.22151E+12,12/1/28,15,tab,,DISPERCAM TAB,2.00,1.00,,30,
118,6.22116E+12,11/1/27,6,Supp,,Dolphin 12.5mg 10supp,2.00,1.00,,30,
119,6.22116E+12,8/1/28,6,Supp,,Dolphin 25mg 10supp,6.90,1.00,,30,
120,6.22401E+12,4/1/27,26.49,tab,,dorofen ,1.67,1.00,,30,
121,,,20.5,syrup,,DUPHALAC SY,7.00,1.00,,30,
122,8.00266E+12,4/1/28,38.34,tab,,DUPHASTON TAB,9.67,1.00,,30,
123,0,4/1/27,10,tab,,DURJOY 60 MG 3 TAB,5.00,1.00,,30,
124,,,10,cream ,,elica m crem,3.00,1.00,,30,
125,,,20,Amp,,emerest 2ml 5 amp,1.00,1.00,,30,
126,6.22103E+12,9/1/28,11.771,solution,,Enemax Enema 120 Ml,4.00,1.00,,30,
127,6.22103E+12,10/1/27,16,tab,,Epicopred 20mg 20tab,1.15,1.00,,30,
128,6.22103E+12,11/1/27,11,tab,,Epicopred 5mg 30tab,3.94,1.00,,30,
129,,,63,amp,,epifasi  amp,3.00,1.00,,30,
130,6.22103E+12,10/1/28,3,supp,,EPIFENAC 12.5 mg 5supp,4.40,1.00,,30,
131,6.22103E+12,8/1/28,3,supp,,EPIFENAC 25mg 5supp,9.00,1.00,,30,
132,,,55,amp,,epigonal 75,3.00,1.00,,30,
133,,,9,Amp,,Epizolone Depot Vial (As Depo-Medrol),3.00,1.00,,30,
134,6.22301E+12,2/1/27,18,tab,,ESMORAP 40MG,1.50,1.00,,30,
135,6.224E+12,6/1/27,9.5,tab,,estraceptive 21,3.00,1.00,,30,
136,6.22104E+12,6/1/29,13.75,tab,,EUCARBON 30TAB,6.67,1.00,,30,
137,6.223E+12,1/1/27,39,tab,,EXFORGE 160-10 14tab,2.00,1.00,,30,
138,6.223E+12,6/1/27,39,Tab,,EXFORGE 160-5 14 tab,2.00,1.00,,30,
139,6.22115E+12,2/1/27,5,eff powder,,FAWAR FRUIT,8.00,1.00,,30,
140,,,15,Amp,,Feldene 20mg/ml  6Ampules,1.67,1.00,,30,
141,6.22401E+12,5/1/28,7.5,tab,,FEMOGESAL TAB (Gynera),6.00,1.00,,30,
142,,,11.9,tab,,fernilar 5mg 20tab lorias,0.00,1.00,,30,
143,6.223E+12,7/1/28,12,tab,,FLAMOTAL 400MG 30TAB,2.83,1.00,,30,
144,6.003E+12,6/1/28,7,tab,,FLAMOTAL 800mg,1.00,1.00,,30,
145,,,11,syrup,,Flavicif 100mg susp,3.00,1.00,,30,
146,5.05429E+12,4/1/28,18,spray,,FLIXONASE nasal spray,1.00,1.00,,30,
147,6.22103E+12,8/1/27,16,tab,,Floxamo 500/500 16tab,2.00,1.00,,30,
148,6.223E+12,6/1/28,7.5,tab,,flagyl 500 20tab,10.00,1.00,,30,
149,6.22105E+12,8/1/27,8,Tab,,Flurest N 20 Tab,1.50,1.00,,30,
150,6.223E+12,12/1/27,78,tab,,FORXIGA 10MG 28TAB,3.00,1.00,,30,
151,,,13.3,cream,,fucicort 15g,8.00,1.00,,30,
152,,,16,cream,,fucicort 20gm,5.00,1.00,,30,
153,,,18,cream,,Fucicort Cream 20 Gm,3.00,1.00,,30,
154,,,16,cream,,FUCICORT EGY CREAM 30G,3.00,1.00,,30,
155,,,18,cream,,fucidin 30gm,10.00,1.00,,30,
156,,,15,cream,,FUCIDIN CREAM 15MG,3.00,1.00,,30,
157,,,12.49,cream,,fucidin15,2.00,1.00,,30,
158,6.22103E+12,6/1/28,9,cap,,Fungican 150mg 2cap,3.50,1.00,,30,
159,6.22103E+12,5/1/29,11,tab,,FURAZOL 20TAB,2.50,1.00,,30,
160,,,8,cream,,FUSIDERM cr 15gm,3.00,1.00,,30,
161,6.223E+12,7/1/28,35,tab,,FUTAVILDEX 50-1000 MGTAB,2.00,1.00,,30,
162,6.223E+12,6/1/28,27,tab,,FUTAVILDIX 850/50MG 30TAB,1.67,1.00,,30,
163,7.61342E+12,1/1/27,42,tab,,Galvus Met 50/1000mg 30Tab. EGY,2.00,1.00,,30,
164,7.61342E+12,4/1/26,42,Tab,,Galvus met 50/850 30tab,1.67,1.00,,30,
165,,,11,cream,,Garamycin 0.1% Cream 15 Gm,2.00,1.00,,30,
166,6.22401E+12,6/1/28,42,tab,,GENUPHIL EGY 50TAB,2.00,1.00,,30,
167,0,4/1/27,23,tab,,GOLD PREG VITAMINS,1.67,1.00,,30,
168,0,9/1/26,35,cap,,Gybenash 600mg 20Cap,2.00,1.00,,30,
169,4.0576E+12,9/1/26,18,tab,,Gynera /21tab,2.00,1.00,,30,
170,,,35.7,tab,,Heli cure ,0.00,1.00,,30,
171,,,14,tab,,Histazine-1 10 Mg 20 Tab,0.00,1.00,,30,
172,,,13.25,cream,,Hydrofusidic Cream 20 Gm,7.00,1.00,,30,
173,6.22401E+12,6/1/28,6.84,tab,,imoflora 10tab,2.00,1.00,,30,
174,6.22106E+12,10/1/28,10,Supp,,Indomethacin 100 Mg 10 Supp,2.00,1.00,,30,
175,,,14,cream,,iruxol,3.00,1.00,,30,
176,,,15,emulgel,,ISOROMYDERM GEL,1.00,1.00,,30,
177,,,9.1,syrup,,ivy pront,0.00,1.00,,30,
178,6.223E+12,9/1/28,17,tab,,Joypox 60mg 6tab,7.67,1.00,,30,
179,,,13.2,cream,,kelatop 50gm,2.00,1.00,,30,
180,6.224E+12,5/1/27,8,cream,,kenacomb cream,10.00,1.00,,30,
181,6.22103E+12,9/1/27,23,tab,,kerovit,1.67,1.00,,30,
182,6.22108E+12,10/1/27,10,tab,,KETOLAC TAB,5.50,1.00,,30,
183,,,12,amp,,ketrolin amp 5 amp,0.00,1.00,,30,
184,,,13.46,syrup,,l carantin  syrup,1.00,1.00,,30,
185,6.223E+12,8/1/28,20,tab,,L-Carnitine Plus 20 F.C. Tab (As Carnvita fort),5.00,1.00,,30,
186,6.225E+12,8/1/28,11,eye drop,,Lacritears Eye Drops 15 Ml,2.00,1.00,,30,
187,6.224E+12,4/1/28,7,tab,,Lactevenor tab (contraceptive),5.00,1.00,,30,
188,5.05049E+12,4/1/28,24.4,tab,,lamictal 50,2.00,1.00,,30,
189,6.223E+12,7/1/28,15.91,tab,,L-Carnitine 20 Tab ,3.00,1.00,,30,
190,,,25,tab,,LEVOCAR 275 MG TAB dopicar,5.00,1.00,,30,
191,4.01934E+12,7/1/28,9,tab,,librax  30tab,4.00,1.00,,30,
192,,,2,amp,,LIDOCAINE AMP  1 AMP,20.00,1.00,,30,
193,6.22401E+12,8/1/27,50,tab,,LOVIR 800MG  35 TAB,2.00,1.00,,30,
194,6.22107E+12,10/1/28,15,cap,,macrofuran 100mg 30cap,5.00,1.00,,30,
195,6.223E+12,10/1/27,12,tab,,Marvigoline 2tab,5.00,1.00,,30,
196,,,11.5,syrup,,maxidal  syrup ca 300,2.00,1.00,,30,
197,6.22401E+12,1/1/28,7,gel,,Melacain 5% cream 15 gm,9.00,1.00,,30,
198,,,6.7,amp,,meloxicam  3 amp,2.67,1.00,,30,
199,,,22,tab,,Metacardia Mr 35 Mg 30 Tab,0.00,1.00,,30,
200,6.22401E+12,5/1/28,25,flim ,,METHYLTECHNO B12 30FILM,1.00,1.00,,30,
201,,,7,tab,,METROGYPTAON 500MG 20TAB,0.00,1.00,,30,
202,6.22401E+12,12/1/27,5,tab,,METROGYPTAON 500MG 20TAB new,3.25,1.00,,30,
203,6.22151E+12,10/1/29,5.9,emulgel,,miconaz o gel,4.00,1.00,,30,
204,6.224E+12,7/1/28,8,tab,,MICROGENEST 21TAB,5.00,1.00,,30,
205,3.76008E+12,6/1/26,23,spray,,MIG SPRAY ,4.00,1.00,,30,
206,6.22401E+12,6/1/27,15,tab,,Milga 40 F.C.Tabs,1.75,1.00,,30,
207,,,9,cream,,MIXDERM CREAM 30 GRAM,1.00,1.00,,30,
208,6.22151E+12,5/1/28,7.2,tab,,MOBITIL 15mg 10 TAB,11.00,1.00,,30,
209,6.22109E+12,8/1/28,8,Supp,,monicure nh  v supp,3.00,1.00,,30,
210,6.223E+12,10/1/27,10,cream,,MOOV CREAM,2.00,1.00,,30,
211,6.22401E+12,1/1/27,30,Tab,,MOSAPRIDE 5MG 30 TAB,1.00,1.00,,30,
212,6.22201E+12,9/1/28,40,tab,,MUCOSTA TAB,1.00,1.00,,30,
213,6.22113E+12,7/1/27,12,oint,,MUPIROCIN OINT,2.00,1.00,,30,
214,6.22401E+12,5/1/27,15,cap,,MYoFEN CAP,2.73,1.00,,30,
215,6.224E+12,5/1/28,10,tab,,Naredrix 2.5 Mg 6 F.C. Tabs (Migaine Relief),2.00,1.00,,30,
216,6.224E+12,9/1/27,40.99,cap,,netlook 20 (curatan),2.00,1.00,,30,
217,,,14,tab,,NEUROVIT  30 TAB,0.00,1.00,,30,
218,,,62,tab,,NEXIUM 40MG 28TAB NEW ,0.00,1.00,,30,
219,6.223E+12,12/1/28,13.08,cosmatic,,NIZAPEX SHAMPOO,10.00,1.00,,30,
220,,,7,tab,,Norgesic 20 tab,0.00,1.00,,30,
221,6.223E+12,5/1/28,15.38,tab,,Nostifix 0.5 Mg 2 Tab(Cabegoline),6.00,1.00,,30,
222,6.22151E+12,5/1/28,8,cap,,OLFEN SR 100MG 10CAP,3.00,1.00,,30,
223,,,20,syrup,,Omega 3 Syrup 100ml ,0.00,1.00,,30,
224,,,18,cap,,omega plus 30CAP,2.67,1.00,,30,
225,6.22401E+12,8/1/28,20,Film,,Ondalenz 4mg oral film,0.60,1.00,,30,
226,,,8,eye drop,,optiflex drop,0.00,1.00,,30,
227,6.22132E+12,4/1/27,6,eye drop,,optiflex drop new,8.00,1.00,,30,
228,6.22132E+12,10/1/27,8,eye drop,,Optidex-T,4.00,1.00,,30,
229,6.224E+12,11/1/27,5.8,eye drop,,orchacin drop,3.00,1.00,,30,
230,6.224E+12,9/1/28,7,eye drop,,Orchadexoline Antibiotic Eye Solution 5ml,3.00,1.00,,30,
231,6.223E+12,10/1/28,33,cap,,ORLY 120MG 30CAP,2.00,1.00,,30,
232,6.224E+12,11/1/28,6.5,eye drop,,Otocort Ear Drops 10 Ml,7.00,1.00,,30,
233,,,5.6,nasal drop,,OTRIVIN .05% CHILDREN DROP,11.00,1.00,,30,
234,,,6,nasal drop,,Otrivin Baby saline,0.00,1.00,,30,
235,6.22122E+12,7/1/28,24,tab,,PANADOL MIGREN TAB,2.50,1.00,,30,
236,6.22401E+12,6/1/28,15,tab,,PANTAZOL 40MG 14TAB,2.00,1.00,,30,
237,,,13.5,cream,,panthenol cream,0.00,1.00,,30,
238,0,12/1/27,11,cream,,PANTHENOL FUTURE PRO  50 GM,3.00,1.00,,30,
239,6.223E+12,9/1/28,40,cap,,Pantogar 60cap,1.00,1.00,,30,
240,,,19.9,Cap,,pepon plus 20 cap,0.00,1.00,,30,
241,6.223E+12,12/24/27,24,solution,,PERFECTODIL 5% 60ML,1.00,1.00,,30,
242,,,8,syrup,,Phenadone Syrup 100 Ml ,1.00,1.00,,30,
243,6.223E+12,8/1/28,19,tab,,PK-MERZ 100MG 30TAB,1.00,1.00,,30,
244,6.223E+12,4/1/28,42.5,tab,,PLAQUENIL 200MG 60TAB,2.00,1.00,,30,
245,6.22401E+12,9/1/26,14,eye drop,,Plegica eye Drop 10ml (Cyclopentolate 1%),2.00,1.00,,30,
246,6.224E+12,7/1/28,9,eye drop,,POLYFRESH DROP,6.00,1.00,,30,
247,6.223E+12,1/1/27,20,tab,,PREDABOX 60MG 6 TAB Dapoxetine),4.83,1.00,,30,
248,,,9.5,syrup,,Predsol Syrup ,2.00,1.00,,30,
249,,,6,eye drop,,presolin drop,0.00,1.00,,30,
250,6.22115E+12,7/1/28,35,cap,,Progest 200Mg 30 Oral/Vaginal Caps,1.00,1.00,,30,
251,6.223E+12,7/1/28,45,Supp,,Prontogest 400mg 30Vaginal Pessaries,5.33,1.00,,30,
252,6.223E+12,9/1/27,7.5,cream,,propamethon  cream,5.00,1.00,,30,
253,6.223E+12,10/1/28,11,tab,,PROTOFIX 40MG 14 TAB (pantoprazol),1.00,1.00,,30,
254,6.224E+12,8/1/27,18,cap,,"PYRIDOVIT  30CAP (B1,2,5,6,9,12)",3.00,1.00,,30,
255,6.22401E+12,5/1/28,23,tab,,quinostarma 750 mg 10tab,3.50,1.00,,30,
256,6.223E+12,7/1/27,17,eye drop,,RAMEDAZOLAMIDE EYE DROP,3.00,1.00,,30,
257,,,17.25,syrup,,Rame-Zithro 200mg/5ml 30ml,7.00,1.00,,30,
258,,,12,tab,,RAME-ZITHRO 500MG 6TAB,0.50,1.00,,30,
259,6.22115E+12,4/1/27,10,eff powd,,RANI SACH,5.00,1.00,,30,
260,6.224E+12,7/1/28,6.2,ear deop,,remowax e drop,4.00,1.00,,30,
261,6.22401E+12,2/1/27,19,cap,,ROTAMIND OMEGA 3 30CAP,3.00,1.00,,30,
262,6.22103E+12,3/1/29,16,cap,,rowatinex 45 cap,3.00,1.00,,30,
263,,,15,cap,,"Royal Zad 500 Mg 10 Cap. (Royall jelly,Wheat Germ Oil, Beeswax, Tocopheryl)",0.00,1.00,,30,
264,6.222E+12,6/1/27,20,tab,,Safetrium 30 F.C. Tabs,0.33,1.00,,30,
265,,,48, cream,,scaro plus crem,0.00,1.00,,30,
266,,,22.22,cap,,selinum ac30 cap,3.00,1.00,,30,
267,,,13,cosmatic,,SENSODYNE Extra Fresh 100ml,0.00,1.00,,30,
268,,,13,cosmatic,,SENSODYNE Fluoride toothpaste 100ml,3.00,1.00,,30,
269,,,13,cosmatic,,SENSODYNE Multi Care with whitening 100ml,2.00,1.00,,30,
270,,,13,cosmatic,,SENSODYNE Original toothpaste 100ml,5.00,1.00,,30,
271,,,8,Emulsion,,Simedill 120ml oral emulsion,2.00,1.00,,30,
272,6.224E+12,8/1/27,11,eye drop,,solofresh,2.00,1.00,,30,
273,,,31,oral drop,,somazina drop,1.00,1.00,,30,
274,6.223E+12,10/1/28,15,tab,,SPASMO FREE 50MG 20 TAB,1.00,1.00,,30,
275,6.22107E+12,7/1/28,20,tab,,Spectone 100Mg  20Tab,1.00,1.00,,30,
276,,,10.26,tab,,stemulan 400,1.00,1.00,,30,
277,,,11.92,syrup,,stemulan syrup,1.00,1.00,,30,
278,,,10,tab,,STREPTOQUIN 20 tab,0.00,1.00,,30,
279,,,27.18,cap,,suprax 400 5cap,0.00,1.00,,30,
280,6.223E+12,2/1/27,63,inhaler,,SYMBICORT 120DOSE EGY,2.00,1.00,,30,
281,,,45,film,,TADANERFIL 5ML film,0.00,1.00,,30,
282,,,26.88,Tab,,TAMSULOSIN 124 MG TAB,1.50,1.00,,30,
283,6.224E+12,,22.05,cream,,tarolemes .03% cream  (protopic),1.00,1.00,,30,
284,6.22301E+12,3/1/28,11,eye drop,,Tears Guard 0.3% Eye Drops 15 Ml (Hydroxypropyle methylce.),1.00,1.00,,30,
285,6.22401E+12,8/1/28,13.46,tab,,tecnuvula ,3.50,1.00,,30,
286,6.223E+12,7/1/27,15,tab,,tegratol 200,1.67,1.00,,30,
287,,,22,tab,,Telfast 180 tab 20,0.00,1.00,,30,
288,,4/1/27,7,eye oint,,Terramycin /eye Oin,4.00,1.00,,30,
289,6.223E+12,8/1/28,10,cream,,TEXACORT CR  hydrocortizone crem,1.00,1.00,,30,
290,,,22.83,syrup,,Tiratam 100mg/ml,3.00,1.00,,30,
291,,,33,tab,,TIRATAM 500MG 30TAB,0.00,1.00,,30,
292,7.61342E+12,8/1/27,12,eye oint,,TOBRADEX OINT,4.00,1.00,,30,
293,6.223E+12,3/1/28,16.85,tab,,Tranex  500mg 30tab,3.67,1.00,,30,
294,,,14,tab,,trental 20tab,1.00,1.00,,30,
